text	emotion	language
Zabiłam ją.	6	Polish
Był chory, ale wyzdrowiał.	5	Polish
Misznew wciąż nie żyje.	6	Polish
Myślę ,że miasto jest ocalone..	2, 5, 8	Polish
- Popatrz, pięść!	7	Polish
Będziesz mi mówił Chip?	6	Polish
Pod wodą?	7	Polish
- Twój się zepsuł? - Jest wolniejszy.	2, 4, 6, 7	Polish
Nie wiemy, jakie mamy poparcie.	4, 6	Polish
To by było dobre.	5	Polish
I to próbowali mi wydrzeć.	6	Polish
Ja się boję?	4	Polish
/Tak, teraz.	2	Polish
Nie mogę , na tym sprzęcie nie da się tego zrobić..	6	Polish
Złapało mnie za palec.	6	Polish
PomyśI o niej. Jak nic nie wie, jest bezpieczna.	5	Polish
Skąd się to tu wzięło?	2, 7	Polish
Cóż za niespodzianka.	1, 3	Polish
Załatwiają jakieś sprawy i nagle zauważają swoją sympatię, która też coś załatwia po drugiej stronie ulicy.	7	Polish
Nie, nawet nie chcę tego robić.	1, 6, 7	Polish
Chodź, kurwa!	1	Polish
Sama prosisz się o śmierć.	4, 7	Polish
Co jest? Co się stało?	4, 7	Polish
Czemu pragnienie nazywasz słabością?	7	Polish
Czemu tu śpisz?	2	Polish
No już! .	3	Polish
To możliwe.	2	Polish
Nie trać nadziei, chłopie!	4	Polish
Obiecaj mi, że będziesz ostrożny.	8	Polish
- Co ty mówisz? Kokos cię uderzył.	7	Polish
"Co mam sądzić, dźwięk typu ""kmiot"" uszczęśliwia ją?"	1, 3	Polish
A cały zastęp posłusznie się zebrał. No ruszcie się...	1	Polish
Eigerman, miał rację w sprawie motelu.	7	Polish
To dlatego ty się starzejesz, a ona robi się coraz młodsza.	1	Polish
Prokurator okręgowy nie prowadzi tej sprawy osobiście tylko dlatego,	1	Polish
Wreszcie mówi do rzeczy.	8	Polish
Wiem o tym.	8	Polish
Niekoniecznie.	4	Polish
Poprosił ją o rękę.	5, 8	Polish
Po co się tak ubrałeś?	2, 3, 7	Polish
Co sądzi o tej ranie?	7	Polish
Wciąż ją mamy, prawda, Hawkins? .	2	Polish
Hej, wy dwaj, siadać.	1	Polish
- Nie. Wzięłam kilka tabletek nasennych.	4	Polish
- Nie wierzę.	6, 7	Polish
Omal nie zabił nas obojga.	4, 7	Polish
O Jezu.	4, 7	Polish
Nie powiedzą ci o tym.	6	Polish
Ale nie wiem dlaczego, bo oglądaliśmy miło film w domu.	1	Polish
Jestem bardzo zajęty... proszę!	3	Polish
Czemu przestałeś ?	7	Polish
Idealna robota.	5	Polish
Zabrałaś ciało Juliette.	3	Polish
Gliny!	7	Polish
Odpowiedz..	1	Polish
Powiedział, że zapomniał.	6, 7	Polish
Więc jak wy znowu nasze śledzie... Ja wam odrąbać ręce.  Okej?	1	Polish
Kupię sobie coś takiego.	2	Polish
Artystka? Kto cię nauczył?	8	Polish
Miło.	5	Polish
To stąd uciekłam!	1	Polish
- Nie muszę. - I nie potrzebuję tego.	1	Polish
Oboje się przewrócili.	6	Polish
Mściłeś się na mojej żonie. Może...	1	Polish
Ooo! Powinieneś spróbować.	2, 8	Polish
Jesteście z załogi okrętu, który mnie zaatakował, tak?	1	Polish
- Dzień dobry, panie prezydencie.	2, 8	Polish
- Coś nie tak? - Odszukać.	3	Polish
Nadal twierdzisz, że to inny szalik? Dokładnie.	1	Polish
Nie mogą płynąć szybko.	2	Polish
- Adams?	2, 8	Polish
- Kogoś wypuści. - Starsi mają pierwszeństwo.	2, 8	Polish
Tak, dzięki za wylizanie łyżki.	2, 4, 6, 8	Polish
Jeśli się nie uda, to stracimy Rhode Island.	8	Polish
Ominą nas darmowe drinki.	6	Polish
Nie wydaje mi się aby ostatnio udało się utrzymać was obie zdala od szpitala.	1, 6, 7	Polish
- Była w ósmym miesiącu ciąży.	4	Polish
Nie mogę się doczekać, co powie inspektor.	1, 2, 3, 4, 6, 7, 8	Polish
Nikt nie dałby złamanego grosza za szansę na jego uniewinnienie. Ciągle powtarzał, że zabił swoją żonę.	1, 3	Polish
Rozmowa z prasą nie pomoże żadnemu z nas.	2, 4	Polish
Widać uczyła się tam, gdzie akurat zajmowali stanowiska.	8	Polish
Przegrałam na wyścigach pięćdziesiąt tysięcy funtów.	6	Polish
Nie złościsz się na mnie.	8	Polish
- Ja i ojciec. - Nie ojciec.	1	Polish
Uroczy, prawda?	2	Polish
Lepiej to odłóż.	1	Polish
I znowu zaczyna się życie.	2, 5, 8	Polish
Dlaczego? Mówi, że to grzech zabijać-cokolwiek.	8	Polish
Zabawne, myślałem, że byłeś w Wietnamie.	5, 7	Polish
Cóż, odrobiłam pracę domową.	8	Polish
Ale mówiłeś, że wsiadała do helikoptera.	7	Polish
Dziękuję!	8	Polish
W ciągu doby wydarzyłby się nam śmiertelny wypadek.	4	Polish
Pozwól mi wypowiedzieć hasło.	1, 8	Polish
Nie powinien być policjantem.	6, 7	Polish
Gdyby było więcej czasu...	6	Polish
Spoko?	2	Polish
- Gdy jesz, czujesz się teraz lepiej?	2	Polish
- Nie, nie dzisiaj.	3	Polish
Junior, mam plakietki dla dzieci i naklejki na rowery.	5	Polish
Czemu od razu na to nie wpadłeś?	1, 6, 7	Polish
To bierz!	1	Polish
Odeszli przez moje grzeszne myśli.	1, 4, 6	Polish
- $10000 za taryfę!	7	Polish
Co to ma wspólnego z nami?	1	Polish
Masz minutę i 28 sekund.	1	Polish
Jesteś w szoku, bo gratulowano mi twojego pomysłu.	1	Polish
Bałem się umrzeć na ulicy, po pijaku.	4	Polish
Z drugiej strony, mają dość paskudne zwyczaje.	3	Polish
Jak zwykle się spóźnił.	1	Polish
Z czego żyjesz?	2	Polish
Moje plecy!	6	Polish
- Możesz to zostawić. - Oczywiście.	1	Polish
Chcę ci pomóc.	8	Polish
Ufają mi.	8	Polish
Dlatego tylu ludziom ono pasuje.	5, 8	Polish
Chavez ma wzorową kartotekę w agencji.	1	Polish
Czy istnieje zagrożenie życia?	4	Polish
Miałaś rację. 100% rację.	8	Polish
Nie. Nigdy w życiu nie byłam bardziej pewna siebie, i wszystkiego wokół.	8	Polish
Zatem pochodzimy z różnych miejsc, bo nie dałam tego nagrania prokuratorowi, by się z wami dogadać, tylko by was pokonać.	1, 3	Polish
- Lubię bańki. - Tak?	7	Polish
Kochasz go?	7	Polish
Cam.-Co?	7	Polish
- Idę do domu. Niedobrze mi.	4, 6	Polish
- Proszę, Dani... - Musisz mnie kochać.  - Proszę.	1	Polish
Początkowo był bardzo podejrzliwy, ale miałeś rację. Kiedy powiedziałem mu, że zabicie Nelly Benin było podstępem, łyknął wszystko bez zastrzeżeń.	2, 5	Polish
Mieszkam w wynajętym kurwa pokoju.	1, 3, 6	Polish
Dlatego wyjeżdżam w tej chwili.	2	Polish
Więc wiesz, że masz gównianego świadka.	1, 2, 3	Polish
Na dworze robi się jasno.	7	Polish
- Nie strzelać!	4	Polish
Pobił twoją laskę. Nie ja.  - Lepiej go zapytaj.	8	Polish
-Pprzysięgam -- -Zamknij gębę!	1	Polish
Proszę!	4, 6	Polish
- Odsuń się! - Na zewnątrz, proszę.	1	Polish
Myślisz, że to ja cię pokonałem ?	6	Polish
Ten kretyn?	1, 3	Polish
Harvey właśnie robi, co może, żeby wszystko naprostować.	1	Polish
Chcę się zobaczyć z Dziecięcą Cesarzową.	2	Polish
Chryste.	1	Polish
Nie wchodź mi w drogę.	1	Polish
Wszystkie silniki, pełna moc!	4	Polish
Och, to zabawne.	5, 7	Polish
Kiedy miał miejsce romans Raymonda z Carolyn? Zaraz po tym, jak zerwała ze mną.	2, 3, 7	Polish
Byłem kiedyś jednym z tych biednych niewolników.	3, 6	Polish
- Przynieś mi kawę.	2	Polish
- Nareszcie.	2, 5	Polish
- Pomożesz mi z tymi jajami?	2, 8	Polish
Co zrobisz?	1, 3	Polish
Niech siostra wyjaśni to Siostrze Przełożonej.	3	Polish
To kradziony samochód.	4, 7	Polish
Na czym teraz pani się skupia?	2, 3	Polish
Nie. Jest sobota wieczór.	3, 6	Polish
- Wszystko mu powiem.	3	Polish
Był jedynakiem, tak bardzo go kocham.	5, 6, 8	Polish
Poza tym, że zatrąbiłeś tym klaksonem.	1, 3, 7	Polish
Wszyscy jesteśmy narażeni na okrucieństwo.	6	Polish
Trzydzieści lat jako szeryf;a borykać się musiałem tylko ze wściekłymi zwierzakami.	1, 6	Polish
Dziś kapitan zarządził ćwiczenia.	2, 8	Polish
Panu się coś pomyliło.	7	Polish
Możesz zabrać go do Kalifornii.	5	Polish
- Biedny sukinsyn.	1, 3	Polish
Nie miałam szansy...	6	Polish
Sceptycyzm jest bardzo zdrowy.	8	Polish
Chcesz coś powiedzieć?	1	Polish
- Dziwne.	4	Polish
Musiało mi umknąć. Czy admirał chciał rozmawiać o mojej brodzie?	2	Polish
Jak długo zostanie pan w Moskwie?	2	Polish
To jest dobra wiadomość. Pięknie.	5	Polish
- Rujnujesz nasz rozkład jazdy.	5	Polish
Nie możemy na to pozwolić.	1, 6	Polish
Przez takich jak ty giną postronni ludzie.	1, 3, 4	Polish
Wynieś te żarówki. Tylko ich nie pozbijaj.	8	Polish
naprzód, naprzód	1, 2	Polish
Wolałbyś chłopca, czy dziewczynkę? Oszalejemy, jeśli będziemy o tym myśleć.	8	Polish
Jesteś zadowolony tera?	1	Polish
Proszę bardzo.	8	Polish
Niech mnie pan nie leje, panie Healy.	4, 5	Polish
Za dawno.	3	Polish
- Od dawna tu? - Jestem z Hawajów.	2	Polish
Jeśli tego nie zrobisz, wtedy cię zawieszę.	1, 2	Polish
Dawno to było?	1, 4	Polish
- Powiedz, co się stało.	2, 8	Polish
/Myślałem, że ty byłbyś wobec mnie szczery.	2	Polish
- Chcę się poprzytulać. - Poranne przytulanie.  - Nie.	5, 8	Polish
Posłuchaj mnie.Spierdzielaj stamtąd.	1	Polish
Jak na stacji benzynowej, patrzę na przejeżdżające auta. Do widzenia, Maggie Haynes.	3, 6	Polish
To wszystko?	2	Polish
Nie mogę tego zrobić bez zgody radcy stanu ds. zagranicznych.	4	Polish
Wspaniale, prawda?	2, 5	Polish
On to wszystko ma już rozpracowane.	5	Polish
Cześć, Maria.	6	Polish
Tylko raz i koniec. Dlaczego nie każesz jej tańczyć więcej?	2, 5	Polish
Będziesz miał ograniczone ruchy.	1, 2	Polish
Wiesz, co powinniśmy zrobić?	7	Polish
Powinno się pociąć go na żyletki.	1, 3	Polish
Nie mieli szans przeżyć.	5, 6, 8	Polish
Ktoś zakradł się do jej domu i udusił ją.	1	Polish
Nie, czekaj pan.	6	Polish
Ale ja to nie ludzie.	1, 3	Polish
Wszyscy na stanowiska.	2	Polish
To nie parking.	1	Polish
Więc policja w pocie czoła zapewnia sławną ochronę, którą słusznie się sławimy, palcowi, ha?	6, 7	Polish
A Cunliffe'owie mieli dla mnie wielkie plany.	2	Polish
/Jest wolny.	5, 8	Polish
- Nie ma za co. - Naprawdę jestem wdzięczny.	5, 8	Polish
- Nie możesz mu pomóc.	4	Polish
Obrabowali salon, i chciała zadzwonić do federalnych.	6	Polish
Z ogromną przyjemnością przedstawiam państwu Robocop 2.	5, 8	Polish
Nie ma niczego złego w jedzeniu psów.	5, 7, 8	Polish
Przez trzy miesiące wysłuchiwaliśmy wkurzających tyrad tego dziada, bo obiecał nam 40% okupu.	3	Polish
Cóż, jeśli chodzi o naszą wygodę, to nie mam ci nic do zarzucenia, kapitanie.	5, 8	Polish
, spieprzyliśmy!	4	Polish
Nie ma jużdla mnie słońca.	6	Polish
- Typowe!	1	Polish
- Potrzebny im przewodnik.	2, 7, 8	Polish
Będziesz ty cicho?	1	Polish
- Dobranoc, Alice! - Dobranoc!	1, 3	Polish
To ty go porwałeś.	1, 7	Polish
I to kurna jak... Sir.	5	Polish
Zresztą zaraz moi grają.	5	Polish
Może i nosi spodnie, ale jakoś brakuje jej sprzętu!	7	Polish
- O czym pan mówi?	7	Polish
To śmieszne, żeby w moim wieku robić doktorat.	1	Polish
Patrząc na jego książki, wydaje się, że ma ciekawe życie.	7	Polish
Uważasz moją żonę za piękną?	2, 8	Polish
Ty też jadłeś. Co?	1, 3	Polish
Dziś zabiłem znienawidzonego człowieka.	1	Polish
Wybuchł, eksplodował, jak twoja żaba.	8	Polish
Możesz to powtórzyć.	8	Polish
- Sukcesów. - Tak, tak!	2, 5	Polish
Myślicie, że my chcemy ślubu?	1, 3, 6	Polish
Jesteś blady jak śmierć.	6	Polish
- Nie może mnie pan oskarżać. - Nic o tym nie wiem.	4	Polish
To dupek, ale przywykniesz do niego.	7, 8	Polish
Będę miał nowych fajnych rodziców.	5, 8	Polish
- Dzięki, Wu.	5, 8	Polish
- Napewno tak pani nie myśli.	6	Polish
Za podróż, Barley.	2, 5	Polish
O rety wy jesteście najlepsi..	5	Polish
Wiesz, czasem z nim gadam, proszę go, żeby mnie obudził.	6, 7	Polish
- Znowu gry wojenne?	1	Polish
Kiedy wy gadacie, ja działam. - To właściwy kolega.  -Skąd wiesz?	2	Polish
Znajdźmy dla niej odpowiednie miejsce.	2, 4, 6	Polish
- Chyba że, oczywiście, został tam wsadzony.	7	Polish
- To dziwak.	3, 8	Polish
- Kto? - Nie wiem.	7	Polish
Dzieci, pora na obiad.	1	Polish
Co, do...	7	Polish
-Wspaniała.	5	Polish
To przerażające, jak bardzo jest w tobie zakochana.	3, 7	Polish
Zgłosili to do prokuratury, czyli uważają, że zrobiłaś.	4, 8	Polish
- Zostawcie tego chłopaka.	4	Polish
Chavez jest jedynym nazwiskiem, jakie mamy.	1, 6	Polish
Może tam trzymają dzieci.	7	Polish
- Wszystko w porządku?	2	Polish
- Bez obaw, jest nieszkodliwy.	8	Polish
Spray? W twoim świecie to broń?	7	Polish
Więc się bawmy.	2	Polish
Co chcesz przez to powiedzieć?	1	Polish
/czego świadkiem księżyc nam był.	5	Polish
To mój dom. Ojcu się tu podoba.	8	Polish
-To nie mógłbym być ja.	4	Polish
To jest to co ja robię.	5, 8	Polish
Założyliby ci podsłuch, obserwowali 24 godziny na dobę, a nie przysyłaliby agenta Beemana.	4	Polish
Jeden z moich przyjaciół, Rosjanin, napisał ważną powieść.	2	Polish
Dziękuje..	5, 8	Polish
Trójki przyjaciół, których ledwie toleruję.	2, 5	Polish
Zatrzymano dwóch ludzi podejrzanych o udział w ataku.	7	Polish
Jedziemy na biwak?	2	Polish
Po co ten pośpiech? Nie ucieknie.	7	Polish
Znalazłem włos w grzebieniu.	3	Polish
Ojciec był wziętym księgowym.	4	Polish
W siłę natury zdolną tworzyć wszystko, co niegodziwe?	4	Polish
Dlaczego walczyliście?	1	Polish
Hej!	1, 5	Polish
- Znów lecimy!	2, 5	Polish
Niedobrze.	3	Polish
Tak samo będzie ze skarbem.	2, 5	Polish
- Dobra. Prosto przed siebie.	2	Polish
Zgodziłem się na spotkanie.	2	Polish
Ale to za mało.	8	Polish
Pozwól, że zapytam.	2	Polish
Mogłabyś sprzątać moją przyczepę, gdy mnie nie będzie?	2	Polish
Jeśli nie odwieziesz mnie do hotelu, to będę tam musiała pójść pieszo.	1, 6	Polish
- Ostrzegam cię.	1	Polish
Może pomóc?	2	Polish
Tak bardzo, że może mamy jakąś szansę.	5	Polish
Na ochotnika ?	2	Polish
Zdajesz sobie sprawę, że mówisz o ściganiu agentki FBI?	4	Polish
Piękna! Spójrz.	5, 7	Polish
To istny cud, że stary Billy jeszcze żyje.	5, 7	Polish
Kimkolwiek byłem, to było dawno temu.	6	Polish
Pierdolić to!	3	Polish
Pewnego dnia, gdy nadeszła moja kolej byłam zdeterminowana... pokazać jej, że mogę być tak dobra jak ona.	2	Polish
To twoja wielka chwila.	2	Polish
- Dziękuję za używanie ATT.	8	Polish
- Panie Maryk, pan za to odpowiada.	7	Polish
- Co pan zamierza?	4	Polish
Jakim cudem to był fundusz Jane?	7	Polish
Nie przesadzajmy.	7	Polish
Mam wrócić i odbić Kennetha?	7	Polish
Będzie dobrze.	8	Polish
Musimy o tym powiedzieć i...	2, 8	Polish
Czy to prawda?	1	Polish
Zawsze słyszałem, jacy z was Grimmów twardziele, ale twoja matka była zupełnym rozczarowaniem.	7	Polish
Jesteśmy blisko.	2, 5	Polish
- Może pan odpowiedzieć na parę...	6	Polish
- Czuję, że to schrzaniłem.	4, 6	Polish
/przysięgam na tatuaż mój.	8	Polish
Suka!	1	Polish
Nie wróciła do garderoby.	6	Polish
Było to około rok temu w Beverly Hills w Kalifornii.	5	Polish
Przy takich stawkach cła będzie mniej spraw antydumpingowych.	8	Polish
Obrzydliwość.	3	Polish
I brzmię jak snob. Was Anglików łatwo obrazić.	3	Polish
Znam sposób.	8	Polish
Odłożyłem broń.	4	Polish
- Dopadnę ją. Chwila.	4	Polish
Czyż nie byłoby prościej dla nas wszystkich, gdyby Kirk Edwards nie wymyślił sobie kiedyś poszukiwania nowych twarzy.	1	Polish
Nie mogę tego wydać bez upoważnienia.	1, 3	Polish
Zobaczymy się jutro.	2, 5, 8	Polish
Nie mogę oddychać!	4	Polish
Nigdy o tym nie zapomnimy.	5, 8	Polish
Widziałem, że rośnie ci brzuch!	7	Polish
Boisz się?	3	Polish
W kim?	2	Polish
Dobra robota.	5, 8	Polish
Nic nie zostało.	4, 6	Polish
Odpowiedź na nasze modlitwy.	5	Polish
- Baczność!	2	Polish
- W Izbie nic nie ginie.	1	Polish
Okropne!	3, 4, 7	Polish
/d Przechodzących ludzi. d	6	Polish
-Nie wiem.	6	Polish
- Transmitujemy na żywo.	2	Polish
Mój drogi, poradzisz sobie!	2, 8	Polish
Ale to nie jest najważniejsze, uwierz mi.	3, 6	Polish
Chłopiec mnie nie znosi.	6	Polish
Ktoś przepiłował wszystkie szczeble dokładnie na środku.	5	Polish
Zastanawiałem się, kiedy się pojawisz.	1, 2, 3	Polish
Co u was?	1	Polish
Lombino to król.	5, 8	Polish
Cholera jasna.	1, 4	Polish
Nie chciałbym jej zranić wogóle.	4, 5, 8	Polish
Rozwal skurwiela !	4	Polish
Muszę z nim porozmawiać.	2	Polish
Tobie jest przykro?	1, 3	Polish
Musieli w coś uderzyć.	5	Polish
Przekonajmy się, czy nie stchórzycie.	2	Polish
- Tu nie można nic zrobić.	6	Polish
- Nie rób sobie wyrzutów !	5, 6, 8	Polish
Posłuchaj.	1, 2	Polish
Czyli nie jesteś mocno ranna?	2	Polish
Proszę nam wybaczyć.	8	Polish
Nie tolerujemy nagości pod żadną postacią.	1, 3	Polish
Spójrz na mnie!	1, 2	Polish
Nie, zostaw ją, ty stara kurwo!	1, 3	Polish
Pamiętam kiedy miałam 15 lat.	5	Polish
Chciałem podzielić się z tobą moim szczęściem.	5	Polish
- Był pan gościem? - Tak.	7	Polish
Ned, nie!	4	Polish
Popłyniemy pod wiatr.	2	Polish
Tu, na dnie oceanu, jest się niezależnym.	2	Polish
Nie myślisz chyba, że chciałam aby ci się nie udało?	6	Polish
Jak będzie mały?	8	Polish
Przyniosłem ze sobą to.	3	Polish
W porządku. Idziemy.	1, 2	Polish
No dalej.	2, 4, 5, 8	Polish
Jest coś dla niego.	7	Polish
Mamy wiele podobnych spraw.	3	Polish
- Nie napisałam.	6, 7	Polish
Możesz zabrać się ze mną.	5	Polish
- Dobry.	5, 8	Polish
Do pracy.	2, 8	Polish
Widzisz, nie bolało.	5	Polish
Musisz mieć to w genach.	5	Polish
Dobry z ciebie kumpel.	5	Polish
Sikam w majcie.	3, 4, 6	Polish
Jeśli była młoda i piękna, wybaczam ci.	6, 8	Polish
Ten idiota podgłośnił telewizor i nie...	1, 3	Polish
Nie jestem psychiatrą, a jej przydałaby się profesjonalna pomoc.	4, 6	Polish
Wygląda na to, że Rock jest mądrzejszy od nas.	7	Polish
Byłem w okropnym stanie.	6	Polish
A teraz czas spłacić rachunki!	1, 4	Polish
Wiejemy..	2	Polish
Sergiej nie jest przyjacielem.	1, 3	Polish
Nazywaj to jak chcesz.	1	Polish
Zżółkłem, ale mój pies mnie lubi. - Sądzę, że Tom ma rację.	8	Polish
Tego potrzebowałam.	2, 5	Polish
Zwariowałeś.	7	Polish
Racja, ponieważ to jest długie ujęcie.	6	Polish
Proponuje nam napój.	1	Polish
- Szuka małej.	8	Polish
A więc gliny nie wyciągnęły zbyt dużo od ciebie, prawda ?	2	Polish
Wykorzystuje informacje z gazety, aby przyciągnąć uwagę lub zarobić.	2	Polish
Siostra Inwigilata poradziłaby sobie dużo lepiej.	4, 5	Polish
- Nie wraca.	4, 6	Polish
Widzisz?	2	Polish
Jestem z was dumny!	5, 8	Polish
Ten spocony facet był bardziej miły.	3	Polish
W snach zobaczyłem światło nad Srebrnym Miastem. Wiedziałem że jest nadzieja.	5	Polish
Jak to, ktoś miał saksofon?	7	Polish
- W pewnym sensie.	7, 8	Polish
Chodźmy, pozna pan pozostałych.	2	Polish
Co jest grane?	1	Polish
A gdy rzeczy umierają, idą gdzie indziej.	2	Polish
Pamiętaj, że straciliśmy dwóch najlepszych prawników.	1	Polish
To za mało.	4, 6	Polish
Więc dlaczego nie okazujesz mi szacunku?	1	Polish
Źadna mnie nie usidli.	1, 2	Polish
Przydarzył się jej wypadek samochodowy.	6	Polish
Dlatego spadam stąd w tej chwili.	2	Polish
Wychodzisz.	7	Polish
- Jakiś pieprzony koszmar.	1, 6	Polish
Zamknij właz!	1	Polish
Nie zostawię cię.	2, 8	Polish
Widujesz się z Eddingtonem, a jesteś razem z Jerem?	7	Polish
- Chodźmy więc do Wieży Kości Słoniowej.	2	Polish
Tego!	7	Polish
Przenieśli ambasadę, czy może to jest porwanie?	1	Polish
Odwiedzałem.	4, 8	Polish
Potem okazało się, że to nie Rosjanie.	3	Polish
Serce miał jak z papieru. Nikomu o tym nie powiedział.  Nie mówił o wielu rzeczach.	1, 6	Polish
- A co z nim?	2, 7	Polish
Gdy zespół pracuje, wszyscy wygrywają.	2, 8	Polish
-Co jest?	2, 7	Polish
Szoruję cały dzień,i ciągle to czuję.	3	Polish
- Są, i to bardzo głupie.	3	Polish
Daruj sobie żarty. On chce cię widzieć.	1, 2	Polish
Żartujecie sobie, prawda?	7	Polish
- Gotuje lepiej od własnej matki.	7, 8	Polish
Wyobraź sobie plac tamtego dniu, kiedy z krążownika Aurora padł strzał... dający sygnał do wybuchu rewolucji.	2	Polish
tam są	5	Polish
. W porządku.	4	Polish
Nie, nie jestem gotowy!	1	Polish
-Nie, i ani razu nie wspominał o małżeństwie.	5	Polish
Musiałem go popędzać.	3	Polish
Jestem z tobą.	8	Polish
Tak. Tak.  Gra karty jak angielski oficer i dżentelmen.	7	Polish
- OK.	8	Polish
Namierzyłem komórkę.	5	Polish
Skup się na tym. Cokolwiek się stanie, będziesz potrzebny dziecku.	4, 8	Polish
Sam siebie obwiniam. To przeze mnie zginęła.	6	Polish
Pożar!	5	Polish
-Zapalaj!	2	Polish
Z kobietami idzie mi jeszcze lepiej, a one nie palą...	6	Polish
Wpuść go. Natychmiast.	1	Polish
Wal się!	1, 3	Polish
Nie wyszło mi to na dobre.	6, 7	Polish
Gdybym cię nie znał, pomyślałbym, że ci tu źle.	1, 8	Polish
Dwoma harcerzykami.	1	Polish
To są moje prezenty!	5	Polish
Wszyscy mogę mnie pocałować tutaj.	1	Polish
Trzeba było pozbyć się go razem z Nico.	1, 3, 6	Polish
Policja będzie chciała bym kogoś z was wypuścił jako symbol moich dobrych chęci.	1, 3, 6	Polish
Kiedy byłam małą dziewczynką, jak wiele innych dzieci, nie było pieniędzy na buty dla mnie.	6	Polish
Przekazała ci swoje geny we wszystkich odpowiednich miejscach.	5	Polish
I dla Brodericka.	8	Polish
Ahoj!	2, 5	Polish
W ich kompetencji leży kłamstwo, zaprzeczanie i oszukiwanie.	1, 3, 7	Polish
Widzę białe puszyste chmurki...	5	Polish
Żegnaj, Juliette.	6	Polish
Ona... co?	7	Polish
Kurwa.	1	Polish
. Przyjęcie jest tutaj.	3, 6	Polish
Jesteś dostatecznie wykwalifikowany?	1, 3	Polish
